,ID,sigma_0_short,sigma_0_long,Q_0,eta_short,eta_long
185,251.0,0.9824181546774915,1.4975814426164726,2.6729928141603705,0.8997648703388731,1.1546950664227804
186,252.0,0.9251079736638832,1.0072938703533723,2.827301449241858,0.21687405603897864,1.9876148998075043
187,253.0,0.17058109535633323,0.17004513340107635,4.768832304604104,0.10853379945163232,0.10390356165496771
188,255.0,0.666701380543744,1.1439249934622637,4.624923142708195,0.9502226215490978,1.4356670992398024
189,256.0,1.1672685493853223,2.5436202320565635,3.8757995706407824,1.3259736080458522,3.4342771210959384
190,259.0,0.42668202957301804,1.02137086920324,4.2776725107293805,0.4604288641629562,1.5989612627016645
191,260.0,1.2434401131546033,0.21707055624348653,4.439429581902466,1.817507679339345,0.6041193450914053
192,261.0,0.7519194765641188,0.776967557980417,5.674952722037786,0.2059018389742967,0.5682364850750826
194,263.0,0.5897891349192994,0.28369087193731557,4.352144037447331,0.5418543239991342,0.33407700798054096
195,264.0,0.37383456409393645,0.501536190566565,4.797328102953753,0.33687403589903137,0.7040454557894755
196,265.0,0.6396266822938563,0.24960510710380482,4.543543292180938,0.04085454756954853,0.01634675816253976
197,268.0,0.8880851232142017,3.645463173327149,5.797986082637331,0.6905036737797828,4.999999330387824
198,269.0,2.0752164108670095,2.108694092897521,4.110956369830052,2.8666575437343185,4.999999946477536
199,270.0,0.2287895434018425,0.19462213530424122,5.5321879869690385,0.22023242392735096,0.20784974873866582
200,272.0,0.4061148109293754,0.2740260179057338,4.496194399180018,2.3361531440671475e-08,0.16113130212244772
201,273.0,0.7689162792886053,0.14767554884374415,4.560694620905879,1.2664470909750642,0.364368108993788
202,274.0,1.0357643097524145,1.707844127211605,4.02102967475289,2.0588085211772484,4.999999939286249
203,276.0,0.6483927398907408,0.5948804892670124,4.799927914344164,0.9951806679965238,0.984729115603889
204,277.0,0.9642853597323481,1.979758040690751,3.6220605304442253,1.4160669622074882,3.3273747397356113
206,279.0,1.0156673414357653,1.3886200881321609,4.824445592021554,1.0288380688144318,2.1679000049864157
207,280.0,1.1122807371419798,1.4058530884557916,1.0000005545571484,3.7442854845935187,4.701092545729261
208,281.0,0.6364988889773023,0.8720870334724364,4.6863981229915375,1.0393891021614474,2.0631778349028544
209,282.0,0.09857789117674982,0.060790362795379575,5.080120012153962,0.060763191648490145,0.010284883171316468
210,283.0,0.15897079279795107,2.081441427557075,5.106984235310138,0.20358588191725538,3.0110497112611836
212,285.0,0.12213699415304828,0.14277607082131422,3.1025249739735923,4.0834305091559315e-09,0.06384024983078436
